"","District","Code","State","Trump2016","Clinton2016","Obama2012","Romney2012","Obama2008","McCain2008","raw16PVI","raw12PVI","raw08PVI","raw16PVIuse","raw12PVIuse","raw08PVIuse","Trump2016vote","Clinton2016vote","PVI2016","dem5.cd.turnout","dem4.cd.turnout","dem3.cd.turnout","dem2.cd.turnout","dem1.cd.turnout","rep5.cd.turnout","rep4.cd.turnout","rep3.cd.turnout","rep2.cd.turnout","rep1.cd.turnout","demavg.cd.turnout","repavg.cd.turnout","ClintonPredictedGainAvg5","ClintonPredictedLossAvg5","TrumpPredictedGainAvg5","TrumpPredictedLossAvg5","ClintonGainVLossAvg5","TrumpGainVLossAvg5","RelativeClintonGainVLossAvg5","ClintonPredictedGainAvg3","ClintonPredictedLossAvg3","TrumpPredictedGainAvg3","TrumpPredictedLossAvg3","ClintonGainVLossAvg3","TrumpGainVLossAvg3","RelativeClintonGainVLossAvg3","ClintonPredictedGainAvg1","ClintonPredictedLossAvg1","TrumpPredictedGainAvg1","TrumpPredictedLossAvg1","ClintonGainVLossAvg1","TrumpGainVLossAvg1","RelativeClintonGainVLossAvg1","ClintonPredictedGainAvgAvg","ClintonPredictedLossAvgAvg","TrumpPredictedGainAvgAvg","TrumpPredictedLossAvgAvg","ClintonGainVLossAvgAvg","TrumpGainVLossAvgAvg","RelativeClintonGainVLossAvgAvg","ClintonPredictedGainExt5","ClintonPredictedLossExt5","TrumpPredictedGainExt5","TrumpPredictedLossExt5","ClintonGainVLossExt5","TrumpGainVLossExt5","RelativeClintonGainVLossExt5","ClintonPredictedGainExt3","ClintonPredictedLossExt3","TrumpPredictedGainExt3","TrumpPredictedLossExt3","ClintonGainVLossExt3","TrumpGainVLossExt3","RelativeClintonGainVLossExt3","ClintonPredictedGainExt1","ClintonPredictedLossExt1","TrumpPredictedGainExt1","TrumpPredictedLossExt1","ClintonGainVLossExt1","TrumpGainVLossExt1","RelativeClintonGainVLossExt1","ClintonPredictedGainExtAvg","ClintonPredictedLossExtAvg","TrumpPredictedGainExtAvg","TrumpPredictedLossExtAvg","ClintonGainVLossExtAvg","TrumpGainVLossExtAvg","RelativeClintonGainVLossExtAvg","ActualClintonLostVotes"
"41","California 20th","CA-20","California",23.221900848997,70.3544893933842,70.8883490461146,26.1923043034979,73.4236992425704,26.5763007574296,24.1,21.1,19.7,-24.1,-21.1,-19.7,59573,180486,-24.1,0.711879705000043,0.695452428514287,0.678511521628715,0.661087490419277,0.643215681547865,0.529110873064926,0.548687952418922,0.56811547213181,0.587335669219716,0.606293275406329,0.678029365422037,0.567908648448341,-4416,-23995,13336,2689,-28411,16025,-44436,-2781,-14664,7704,1544,-17445,9248,-26693,-748,-3851,2875,569,-4599,3444,-8043,-2728,-14548,7727,1550,-17276,9277,-26553,11259,-38627,20086,-7382,-27368,12704,-40072,7350,-23281,11749,-4272,-15931,7477,-23408,2031,-6031,4443,-1569,-4000,2874,-6874,7114,-23218,11741,-4275,-16104,7466,-23570,-120913
"42","California 21st","CA-21","California",39.6663272030192,55.2424669022944,54.6380166398282,43.5428408480945,53.6276149613361,46.3723850386639,7.1,3.7,-0.1,-7.1,-3.7,0.1,52972,73773,-7.1,0.670148746188508,0.661991314908064,0.653736382753966,0.64538784080823,0.636949796163274,0.584697499095875,0.59357507838569,0.602391936160156,0.611142826816724,0.619822670957426,0.653642816164408,0.602326002283174,2676,-5824,5695,-2872,-3148,2823,-5971,1616,-3425,3446,-1720,-1809,1726,-3535,417,-864,1345,-661,-447,684,-1131,1596,-3416,3451,-1727,-1820,1724,-3544,9483,-12178,11126,-10976,-2695,150,-2845,5914,-7081,6839,-6596,-1167,243,-1410,1564,-1763,2708,-2521,-199,187,-386,5769,-7092,6817,-6611,-1323,206,-1529,-20801
"43","California 22nd","CA-22","California",52.0906815692709,42.5973506789874,41.5789188260921,56.5862851254982,43.8231867504283,56.1768132495717,-6.1,-9.6,-9.9,6.1,9.6,9.9,125089,102292,6.1,0.635740418718849,0.634819817188761,0.633898228846003,0.632975659389172,0.632052114544513,0.626490686455494,0.627419961842704,0.628348296773488,0.629275685358221,0.630202121734207,0.63389724773746,0.628347350432823,9448,-2977,4207,-14675,6471,-10468,16939,5512,-1696,2634,-9060,3816,-6426,10242,1375,-414,1063,-3596,961,-2533,3494,5468,-1698,2632,-9090,3770,-6458,10228,19396,-12263,16177,-32535,7133,-16358,23491,11658,-6924,10314,-20101,4734,-9787,14521,2978,-1672,4230,-7914,1306,-3684,4990,11434,-6953,10250,-20145,4481,-9895,14376,22797
"44","California 23rd","CA-23","California",58.1347196811291,36.066551228437,36.1285014760424,61.512470468154,37.460861526117,62.539138473883,-12.8,-15,-16.2,12.8,15,16.2,142351,88314,12.8,0.617701925111251,0.620679134701027,0.623647285220403,0.626606182447215,0.629555634838876,0.647043629161539,0.644154713018151,0.641255261299553,0.638345448643394,0.635425452595216,0.623638032463754,0.64124490094357,10974,-66,113,-20691,10908,-20578,31486,6289,-37,72,-12968,6252,-12896,19148,1542,-9,30,-5229,1533,-5199,6732,6251,-37,72,-12999,6214,-12927,19141,19814,-8317,13303,-40370,11497,-27067,38564,11682,-4625,8636,-25279,7057,-16643,23700,2931,-1099,3604,-10103,1832,-6499,8331,11487,-4649,8567,-25327,6838,-16760,23598,54037
"45","California 24th","CA-24","California",36.4835340850846,56.6949641209636,54.0751557765572,43.1075285732851,57.8305230018626,42.1694769981374,9.7,3.7,4.1,-9.7,-3.7,-4.1,113887,176979,-9.7,0.676729968632714,0.667226090462143,0.657584181612305,0.647810366756945,0.637911187648236,0.576298695298669,0.586791209916918,0.597205496630078,0.60753286078327,0.617764912332913,0.657452359022468,0.59711863499237,4637,-15558,14082,-4606,-10921,9476,-20397,2818,-9204,8462,-2740,-6386,5722,-12108,732,-2336,3280,-1047,-1604,2233,-3837,2780,-9173,8478,-2752,-6393,5726,-12119,20806,-30651,25930,-22282,-9845,3648,-13493,13069,-17923,15819,-13316,-4854,2503,-7357,3479,-4491,6221,-5058,-1012,1163,-2175,12733,-17940,15776,-13344,-5207,2432,-7639,-63092
"46","California 25th","CA-25","California",43.6460994517199,50.3228191407594,47.8499419224655,49.6564902140345,50.7394466422728,49.2605533577272,2.4,-2.9,-2.9,-2.4,2.9,2.9,119249,137491,-2.4,0.658082330273149,0.652427683201947,0.64672972082677,0.640989748952103,0.635209119217422,0.59975272743682,0.605746487880442,0.611708601574735,0.61763746570122,0.623531515979966,0.646687720494278,0.611675359714637,7601,-8533,9505,-9297,-932,208,-1140,4534,-4963,5823,-5628,-429,195,-624,1156,-1237,2300,-2189,-81,111,-192,4484,-4956,5828,-5651,-472,177,-649,20518,-20591,21425,-27082,-73,-5657,5584,12631,-11850,13344,-16440,781,-3096,3877,3299,-2919,5351,-6350,380,-999,1379,12346,-11881,13288,-16477,465,-3189,3654,-18242
"47","California 26th","CA-26","California",36.0189849160941,57.8591666894796,53.9940141861595,43.7340807682891,57.7533406572891,42.2466593427109,10.5,3.3,4.1,-10.5,-3.3,-4.1,105259,169083,-10.5,0.678741114245359,0.668828595579225,0.658763990969372,0.64855423897711,0.638206778917187,0.573705315691883,0.584697092021512,0.595605227012386,0.606419712823529,0.617130901335264,0.658618943737651,0.595511649776915,3916,-15321,13550,-3800,-11405,9750,-21155,2385,-9080,8125,-2256,-6695,5869,-12564,620,-2309,3143,-860,-1689,2283,-3972,2352,-9048,8141,-2267,-6696,5874,-12570,19318,-29698,24549,-20211,-10380,4338,-14718,12161,-17395,14943,-12057,-5234,2886,-8120,3244,-4367,5864,-4571,-1123,1293,-2416,11844,-17409,14904,-12082,-5565,2822,-8387,-63824
"48","California 27th","CA-27","California",28.3529829921427,65.9986538912374,62.6150327557468,34.9955421173005,63.0718916879167,36.9281083120833,18.8,12.2,9.4,-18.8,-12.2,-9.4,74984,174544,-18.8,0.699207508675746,0.685219239250309,0.670886645956606,0.656228863151725,0.641267334191693,0.546585010012499,0.562803191264696,0.578888203948503,0.594807489000553,0.610529860138244,0.670561918245216,0.578722750872899,-1185,-20462,13852,879,-21647,14731,-36378,-737,-12358,8121,511,-13095,8632,-21727,-196,-3205,3074,191,-3401,3265,-6666,-724,-12282,8143,514,-13006,8657,-21663,14249,-34869,22077,-11392,-20620,10685,-31305,9173,-20787,13118,-6672,-11614,6446,-18060,2500,-5319,5033,-2481,-2819,2552,-5371,8900,-20760,13101,-6681,-11860,6420,-18280,-99560
"49","California 28th","CA-28","California",22.3357326087107,72.1321053468578,70.3005685824445,26.5377229698306,72.0922462402487,27.9077537597513,25.2,20.6,18.4,-25.2,-20.6,-18.4,64607,208645,-25.2,0.714469621580287,0.697552734774853,0.680082358929214,0.662091686329428,0.643619464992289,0.525473768411123,0.545747757019019,0.565871171060042,0.585779737339763,0.605411954328968,0.679563173321214,0.565656877631783,-5843,-28394,15010,3384,-34237,18394,-52631,-3690,-17394,8644,1937,-21084,10581,-31665,-995,-4580,3217,712,-5575,3929,-9504,-3618,-17251,8670,1945,-20869,10615,-31484,12212,-45248,22381,-7614,-33036,14767,-47803,7996,-27333,13049,-4395,-19337,8654,-27991,2215,-7098,4919,-1610,-4883,3309,-8192,7735,-27251,13041,-4397,-19516,8644,-28160,-144038
"50","California 29th","CA-29","California",16.8010560867704,77.7370588595078,77.028870265473,20.5218924408389,76.0158689496168,23.9841310503832,31.1,27,22.3,-31.1,-27,-22.3,32963,152517,-31.1,0.728119407103873,0.708676252681569,0.688437622218833,0.667452757288794,0.64578171824715,0.505929073089784,0.529928148989466,0.553789624257183,0.577405769709027,0.600673290762987,0.687693551508044,0.553545181361689,-7050,-23226,9228,3066,-30276,12294,-42570,-4515,-14412,5226,1729,-18927,6955,-25882,-1236,-3847,1914,626,-5083,2540,-7623,-4416,-14264,5242,1735,-18680,6977,-25657,5900,-35315,13134,-2761,-29415,10373,-39788,3923,-21589,7522,-1572,-17666,5950,-23616,1103,-5682,2790,-568,-4579,2222,-6801,3784,-21487,7520,-1571,-17703,5949,-23652,-119554
"23","California 2nd","CA-02","California",23.3483394256329,69.0368175875653,69.0410926038112,26.9636098631846,73.718078141134,26.281921858866,23.6,19.9,20,-23.6,-19.9,-20,80545,238157,-23.6,0.710697858490529,0.69449503852399,0.677796164622111,0.660630557266475,0.643032076285011,0.530763104444332,0.550023294479745,0.569134690946045,0.58804233661746,0.606693647709661,0.677330339037623,0.568931414839449,-5441,-31318,17724,3374,-36759,21098,-57857,-3423,-19118,10253,1939,-22541,12192,-34733,-920,-5015,3832,716,-5935,4548,-10483,-3358,-18971,10284,1948,-22329,12232,-34561,15277,-50658,26822,-10201,-35381,16621,-52002,9961,-30501,15712,-5909,-20540,9803,-30343,2748,-7892,5950,-2173,-5144,3777,-8921,9643,-30422,15701,-5914,-20779,9787,-30566,-157612
"51","California 30th","CA-30","California",25.66040851373,69.0705239345453,65.3169767132029,32.1429322712516,67.3339439946895,32.6660560053105,21.8,15.1,13.6,-21.8,-15.1,-13.6,77701,209149,-21.8,0.706419516968059,0.69103453449874,0.675213989371982,0.658983123805177,0.642370749719389,0.536705298377644,0.554824425970836,0.572798972170321,0.590583315748037,0.608133798007453,0.674804382872669,0.572609162054858,-3540,-26403,16049,2358,-29943,18407,-48350,-2217,-16054,9330,1362,-18271,10692,-28963,-593,-4193,3504,505,-4786,4009,-8795,-2177,-15940,9358,1368,-18117,10726,-28843,14764,-43490,24728,-10592,-28726,14136,-42862,9581,-26089,14564,-6161,-16508,8403,-24911,2631,-6722,5542,-2275,-4091,3267,-7358,9283,-26034,14550,-6168,-16751,8382,-25133,-131448
"52","California 31st","CA-31","California",36.5786081066317,57.6685239812083,57.2351897285713,40.6425461351228,57.9954706407316,42.0045293592684,10.1,6.5,4.3,-10.1,-6.5,-4.3,83701,131960,-10.1,0.677736364308509,0.668027829454415,0.658174330945784,0.648182392758495,0.638058996341091,0.575002521545397,0.585744538380424,0.596405618235266,0.606976425716572,0.617447956801651,0.658035982761659,0.596315412135862,3257,-11779,10562,-3204,-8522,7358,-15880,1981,-6975,6340,-1904,-4994,4436,-9430,515,-1772,2455,-727,-1257,1728,-2985,1954,-6951,6352,-1913,-4997,4439,-9436,15294,-23016,19288,-16224,-7722,3064,-10786,9618,-13470,11754,-9687,-3852,2067,-5919,2563,-3378,4618,-3676,-815,942,-1757,9369,-13482,11723,-9707,-4113,2016,-6129,-48259
"53","California 32nd","CA-32","California",27.6855748343528,66.5583559801132,65.1719898711362,32.4579147666884,64.3492222682957,35.6507777317043,19.5,14.8,10.7,-19.5,-14.8,-10.7,60921,146459,-19.5,0.700899328782083,0.686581435034979,0.671898989541306,0.656872472720381,0.641524932101724,0.544282734107532,0.560944228070457,0.577469456937913,0.593823078877279,0.609971251501681,0.671555431636095,0.577298149898973,-1345,-17481,11560,975,-18826,12535,-31361,-838,-10575,6763,566,-11413,7329,-18742,-223,-2747,2555,211,-2970,2766,-5736,-823,-10507,6782,569,-11330,7351,-18681,11574,-29541,18270,-9037,-17967,9233,-27200,7465,-17636,10833,-5284,-10171,5549,-15720,2038,-4521,4149,-1962,-2483,2187,-4670,7241,-17610,10820,-5291,-10369,5529,-15898,-85538
"54","California 33rd","CA-33","California",26.478325614515,67.8112558173706,60.6082469466442,36.7733128621892,65.5366441727419,34.4633558272581,20.8,10.3,11.8,-20.8,-10.3,-11.8,93706,239982,-20.8,0.704026751915475,0.689102698340206,0.673774817408579,0.658066217814009,0.642003111514301,0.540002127147809,0.557487364693314,0.574831263904307,0.591992892519103,0.608933070706584,0.673394719398514,0.574649343794223,-3260,-29583,18664,2254,-32843,20918,-53761,-2037,-17947,10881,1305,-19984,12186,-32170,-544,-4677,4097,485,-5221,4582,-9803,-2001,-17826,10912,1311,-19827,12223,-32050,17814,-49256,29067,-13268,-31442,15799,-47241,11529,-29486,17170,-7736,-17957,9434,-27391,3158,-7580,6552,-2863,-4422,3689,-8111,11176,-29432,17152,-7744,-18256,9408,-27664,-146276
"55","California 34th","CA-34","California",10.7171683793696,83.5634693203179,82.9608520549906,14.1438786198999,79.6242976752406,20.3757023247594,37.5,33.5,25.9,-37.5,-33.5,-25.9,19784,154259,-37.5,0.742454885180507,0.720465609078633,0.697364159560547,0.673219482775933,0.648120491393856,0.48470945086791,0.512700660782611,0.540612436821117,0.568271718231372,0.595511673850229,0.696324925597895,0.540361188110648,-9971,-26016,6647,2787,-35987,9434,-45421,-6483,-16364,3695,1545,-22847,5240,-28087,-1802,-4434,1330,551,-6236,1881,-8117,-6324,-16161,3705,1550,-22485,5255,-27740,2874,-38007,9094,-864,-35133,8230,-43363,1942,-23530,5107,-484,-21588,4623,-26211,555,-6283,1860,-172,-5728,1688,-7416,1868,-23376,5106,-483,-21508,4623,-26131,-134475
"56","California 35th","CA-35","California",26.9454061534057,67.7357100063093,67.3849330992011,30.5647614572255,66.4269990833183,33.5730009166817,20.4,16.8,12.7,-20.4,-16.8,-12.7,50822,127757,-20.4,0.703066487344102,0.68832811033708,0.673198228427966,0.657699123968171,0.641856009427124,0.541319895417153,0.558551624269058,0.575643476963262,0.592556301112031,0.609252616471326,0.672829591900889,0.575464782846566,-1564,-15596,9974,1096,-17160,11070,-28230,-976,-9453,5821,635,-10429,6456,-16885,-260,-2461,2194,236,-2721,2430,-5151,-959,-9390,5838,638,-10349,6476,-16825,9671,-26083,15603,-7302,-16412,8301,-24713,6252,-15601,9227,-4261,-9349,4966,-14315,1711,-4007,3525,-1579,-2296,1946,-4242,6062,-15574,9217,-4266,-9512,4951,-14463,-76935
"57","California 36th","CA-36","California",43.4136580022749,52.1527572987319,50.6783632871386,47.5046844401448,51.8403984698138,48.1596015301862,3.5,-0.3,-1.8,-3.5,0.3,1.8,103051,123795,-3.5,0.660925496214902,0.654677374618856,0.648375372420145,0.642021248318255,0.635616830699365,0.596244892516538,0.602908995904284,0.609535137738419,0.616121111271909,0.622664767179454,0.648323264454305,0.609494980922121,6282,-8183,8869,-7475,-1901,1394,-3295,3758,-4771,5418,-4514,-1013,904,-1917,961,-1193,2134,-1751,-232,383,-615,3715,-4764,5423,-4532,-1049,891,-1940,17862,-18992,19230,-22935,-1130,-3705,2575,11030,-10957,11940,-13890,73,-1950,2023,2889,-2706,4774,-5352,183,-578,761,10775,-10982,11893,-13921,-207,-2028,1821,-20744
"58","California 37th","CA-37","California",9.63590141018491,85.6906429487133,84.904413842617,12.719489188797,86.3746169241353,13.6253830758647,38.8,35,32.7,-38.8,-35,-32.7,26608,236621,-38.8,0.745305692396483,0.722824335364012,0.699159584756283,0.674384547919036,0.648594692052195,0.48040346394095,0.509196302032937,0.537928256598268,0.566410465506117,0.594460593606103,0.698053770497602,0.537679816336875,-16142,-40659,9258,4021,-56801,13279,-70080,-10527,-25645,5127,2221,-36172,7348,-43520,-2935,-6969,1839,789,-9904,2628,-12532,-10262,-25314,5141,2227,-35576,7368,-42944,3487,-58981,12579,-934,-55494,11645,-67139,2364,-36609,7035,-522,-34245,6513,-40758,678,-9803,2554,-185,-9125,2369,-11494,2272,-36354,7035,-521,-34082,6514,-40596,-210013
"59","California 38th","CA-38","California",27.4079057625371,66.9653216449658,64.8791734638391,32.9657422512235,63.7925888021833,36.2074111978167,19.8,14.3,10.1,-19.8,-14.3,-10.1,68033,166224,-19.8,0.701622722273492,0.687164251427303,0.672332362985737,0.657148129143831,0.641635306219357,0.543295458933815,0.560147002568952,0.576861029580233,0.593400957430578,0.609731759367067,0.671980554409944,0.576687241576129,-1697,-19992,13056,1214,-21689,14270,-35959,-1057,-12101,7633,705,-13158,8338,-21496,-282,-3146,2882,263,-3428,3145,-6573,-1039,-12023,7654,708,-13062,8362,-21424,12951,-33664,20563,-9987,-20713,10576,-31289,8359,-20111,12183,-5836,-11752,6347,-18099,2284,-5158,4662,-2165,-2874,2497,-5371,8107,-20079,12168,-5843,-11972,6325,-18297,-98191
"60","California 39th","CA-39","California",42.8603411005208,51.4660275772468,47.0944484498918,50.7501992183053,48.8128095651162,51.1871904348838,3.4,-3.8,-4.9,-3.4,3.8,4.9,116782,140230,-3.4,0.660667502005815,0.654473141328071,0.648225912607942,0.64192752979876,0.635579774052111,0.596564199300301,0.60316723906216,0.609732906566008,0.616259055503866,0.622743595041529,0.64817477195854,0.609693399094773,7173,-9218,9983,-8529,-2045,1454,-3499,4290,-5374,6100,-5151,-1084,949,-2033,1096,-1343,2403,-1999,-247,404,-651,4242,-5365,6106,-5173,-1123,933,-2056,20296,-21468,21718,-26040,-1172,-4322,3150,12529,-12382,13489,-15773,147,-2284,2431,3281,-3057,5395,-6079,224,-684,908,12241,-12411,13435,-15809,-170,-2374,2204,-23448
"24","California 3rd","CA-03","California",40.3913219324954,52.9910029532291,54.3003967942008,43.0908571830508,56.1418330155205,43.8581669844795,5.6,3.8,2.5,-5.6,-3.8,-2.5,105860,138882,-5.6,0.666321121118156,0.658953001923144,0.651507277016202,0.643986820958776,0.636394648260341,0.589521000163707,0.59747284592264,0.605373764945211,0.613219996017322,0.621007888776471,0.651432573855324,0.60531909916507,5865,-10230,10422,-6559,-4365,3863,-8228,3528,-5995,6331,-3941,-2467,2390,-4857,907,-1506,2480,-1521,-599,959,-1558,3485,-5982,6340,-3958,-2497,2382,-4879,18752,-22259,21187,-22621,-3507,-1434,-2073,11647,-12901,13077,-13639,-1254,-562,-692,3068,-3202,5200,-5230,-134,-30,-104,11368,-12925,13031,-13669,-1557,-638,-919,-33022
"61","California 40th","CA-40","California",12.7961193341185,82.2468035503964,81.481559773954,16.5208077904142,79.5225585379783,20.4774414620217,35.4,31.2,25.8,-35.4,-31.2,-25.8,21077,135472,-35.4,0.737805923343766,0.716629524080954,0.694451093555225,0.671332935332597,0.647353857870576,0.491669797117141,0.518358762497194,0.544943380520057,0.571274266792481,0.597207719664879,0.693514666836624,0.54469078531835,-7959,-22138,6683,2629,-30097,9312,-39409,-5149,-13863,3738,1466,-19012,5204,-24216,-1424,-3738,1353,525,-5162,1878,-7040,-5027,-13701,3749,1470,-18728,5219,-23947,3393,-32735,9253,-1206,-29342,8047,-37389,2281,-20183,5230,-679,-17902,4551,-22453,648,-5364,1916,-243,-4716,1673,-6389,2196,-20063,5229,-678,-17867,4551,-22418,-114395
"62","California 41st","CA-41","California",33.1105860524447,60.9762225733351,61.500628272816,36.3017650960745,60.7348670218848,39.2651329781152,13.7,10.9,7,-13.7,-10.9,-7,68526,126197,-13.7,0.686719088327126,0.675199292106634,0.663463487270957,0.651522493042986,0.639388096526492,0.563292570654352,0.576290701447022,0.589184109588198,0.601956165500122,0.614590888616392,0.663258491454839,0.589062887161217,1423,-12768,10251,-1253,-11345,8998,-20343,873,-7623,6094,-738,-6750,5356,-12106,229,-1953,2338,-279,-1724,2059,-3783,860,-7588,6108,-742,-6728,5366,-12094,12784,-23374,17544,-12135,-10590,5409,-15999,8118,-13785,10581,-7188,-5667,3393,-9060,2184,-3486,4117,-2705,-1302,1412,-2714,7896,-13785,10559,-7202,-5889,3357,-9246,-57671
"63","California 42nd","CA-42","California",53.3627774361268,41.4092171223048,41.3779459831412,56.5276105281266,44.9998118638647,55.0001881361353,-7.4,-9.7,-8.7,7.4,9.7,8.7,143175,111103,7.4,0.632268328881332,0.632093366616803,0.631918369569257,0.631743337777871,0.63156827128186,0.630517145709122,0.630692419607407,0.630867659037093,0.631042863958753,0.631218034332999,0.631918334825424,0.630867624529075,10929,-2641,3870,-17604,8288,-13734,22022,6354,-1500,2431,-10901,4854,-8470,13324,1580,-365,984,-4340,1215,-3356,4571,6305,-1502,2429,-10934,4803,-8505,13308,21793,-12782,17483,-37915,9011,-20432,29443,13050,-7196,11187,-23487,5854,-12300,18154,3322,-1732,4603,-9275,1590,-4672,6262,12806,-7228,11113,-23537,5578,-12424,18002,32072
"64","California 43rd","CA-43","California",16.6790566521405,78.3705032897548,78.0050310729506,20.0185402688339,77.1047808051157,22.8952191948843,31.3,27.6,23.4,-31.3,-27.6,-23.4,39039,183434,-31.3,0.728574882086898,0.709049076348501,0.688718753176954,0.667633740452699,0.645854911231472,0.505265885393496,0.529390654061038,0.553378881519314,0.577121096564128,0.60051232186353,0.687966272659305,0.553133767880301,-8589,-28031,10994,3688,-36620,14682,-51302,-5503,-17401,6222,2078,-22904,8300,-31204,-1507,-4647,2278,752,-6154,3030,-9184,-5382,-17222,6242,2086,-22604,8328,-30932,6977,-42561,15626,-3224,-35584,12402,-47986,4641,-26029,8944,-1834,-21388,7110,-28498,1306,-6854,3315,-662,-5548,2653,-8201,4476,-25906,8942,-1833,-21430,7109,-28539,-144395
"65","California 44th","CA-44","California",12.2652955986289,83.0380885936441,84.6791149651934,13.6148725937708,83.3510301960176,16.6489698039824,36,34.2,29.7,-36,-34.2,-29.7,24261,164251,-36,0.739139702090491,0.71772879166755,0.695285000301126,0.671872516514144,0.647572973657981,0.489680679053215,0.516742578815697,0.543706632587885,0.570416921012157,0.596723370421784,0.694319796846259,0.543454036378148,-9928,-27089,7822,3137,-37017,10959,-47976,-6433,-16985,4367,1746,-23418,6113,-29531,-1782,-4586,1579,625,-6368,2204,-8572,-6278,-16783,4380,1752,-23061,6132,-29193,3811,-39913,10792,-1295,-36102,9497,-45599,2565,-24638,6089,-729,-22073,5360,-27433,730,-6556,2227,-260,-5826,1967,-7793,2469,-24487,6088,-728,-22018,5360,-27378,-139990
